session_id,persona,trial_number,choice,won,loss,total,model
1,exploratory,1,Q,100.0,0.0,2100.0,deepseek
1,exploratory,2,K,100.0,0.0,2200.0,deepseek
1,exploratory,3,S,50.0,-50.0,2200.0,deepseek
1,exploratory,4,D,50.0,0.0,2250.0,deepseek
1,exploratory,5,Q,100.0,0.0,2350.0,deepseek
1,exploratory,6,K,100.0,0.0,2450.0,deepseek
1,exploratory,7,S,50.0,-50.0,2450.0,deepseek
1,exploratory,8,D,50.0,-250.0,2250.0,deepseek
1,exploratory,9,Q,100.0,0.0,2350.0,deepseek
1,exploratory,10,K,100.0,0.0,2450.0,deepseek
1,exploratory,11,S,50.0,-50.0,2450.0,deepseek
1,exploratory,12,D,50.0,0.0,2500.0,deepseek
1,exploratory,13,Q,100.0,0.0,2600.0,deepseek
1,exploratory,14,K,100.0,0.0,2700.0,deepseek
1,exploratory,15,S,50.0,-50.0,2700.0,deepseek
1,exploratory,16,D,50.0,-250.0,2500.0,deepseek
1,exploratory,17,Q,100.0,0.0,2600.0,deepseek
1,exploratory,18,K,100.0,-1250.0,1450.0,deepseek
1,exploratory,19,S,50.0,0.0,1500.0,deepseek
1,exploratory,20,D,50.0,0.0,1550.0,deepseek
1,exploratory,21,S,50.0,0.0,1600.0,deepseek
1,exploratory,22,Q,100.0,-250.0,1450.0,deepseek
1,exploratory,23,K,100.0,0.0,1550.0,deepseek
1,exploratory,24,S,50.0,-50.0,1550.0,deepseek
1,exploratory,25,D,50.0,0.0,1600.0,deepseek
1,exploratory,26,Q,100.0,0.0,1700.0,deepseek
1,exploratory,27,K,100.0,0.0,1800.0,deepseek
1,exploratory,28,S,50.0,0.0,1850.0,deepseek
1,exploratory,29,D,50.0,0.0,1900.0,deepseek
1,exploratory,30,Q,100.0,-250.0,1750.0,deepseek
1,exploratory,31,K,100.0,0.0,1850.0,deepseek
1,exploratory,32,S,50.0,-50.0,1850.0,deepseek
1,exploratory,33,D,50.0,0.0,1900.0,deepseek
1,exploratory,34,Q,100.0,0.0,2000.0,deepseek
1,exploratory,35,D,50.0,0.0,2050.0,deepseek
1,exploratory,36,K,100.0,0.0,2150.0,deepseek
1,exploratory,37,S,50.0,-50.0,2150.0,deepseek
1,exploratory,38,Q,100.0,0.0,2250.0,deepseek
1,exploratory,39,K,100.0,0.0,2350.0,deepseek
1,exploratory,40,S,50.0,-50.0,2350.0,deepseek
1,exploratory,41,Q,100.0,-250.0,2200.0,deepseek
1,exploratory,42,D,50.0,0.0,2250.0,deepseek
1,exploratory,43,K,100.0,-1250.0,1100.0,deepseek
1,exploratory,44,S,50.0,0.0,1150.0,deepseek
1,exploratory,45,D,50.0,0.0,1200.0,deepseek
1,exploratory,46,S,50.0,-50.0,1200.0,deepseek
1,exploratory,47,Q,100.0,0.0,1300.0,deepseek
1,exploratory,48,K,100.0,-1250.0,150.0,deepseek
1,exploratory,49,D,50.0,0.0,200.0,deepseek
1,exploratory,50,S,50.0,-50.0,200.0,deepseek
1,exploratory,51,Q,100.0,0.0,300.0,deepseek
1,exploratory,52,K,100.0,0.0,400.0,deepseek
1,exploratory,53,S,50.0,-50.0,400.0,deepseek
1,exploratory,54,D,50.0,0.0,450.0,deepseek
1,exploratory,55,Q,100.0,0.0,550.0,deepseek
1,exploratory,56,D,50.0,-250.0,350.0,deepseek
1,exploratory,57,S,50.0,-50.0,350.0,deepseek
1,exploratory,58,K,100.0,0.0,450.0,deepseek
1,exploratory,59,Q,100.0,-250.0,300.0,deepseek
1,exploratory,60,D,50.0,0.0,350.0,deepseek
1,exploratory,61,K,100.0,0.0,450.0,deepseek
1,exploratory,62,S,50.0,0.0,500.0,deepseek
1,exploratory,63,Q,100.0,-250.0,350.0,deepseek
1,exploratory,64,S,50.0,0.0,400.0,deepseek
1,exploratory,65,D,50.0,0.0,450.0,deepseek
1,exploratory,66,K,100.0,-1250.0,-700.0,deepseek
1,exploratory,67,S,50.0,-50.0,-700.0,deepseek
1,exploratory,68,Q,100.0,-250.0,-850.0,deepseek
1,exploratory,69,K,100.0,0.0,-750.0,deepseek
1,exploratory,70,D,50.0,0.0,-700.0,deepseek
1,exploratory,71,S,50.0,0.0,-650.0,deepseek
1,exploratory,72,Q,100.0,-250.0,-800.0,deepseek
1,exploratory,73,K,100.0,0.0,-700.0,deepseek
1,exploratory,74,D,50.0,0.0,-650.0,deepseek
1,exploratory,75,S,50.0,0.0,-600.0,deepseek
1,exploratory,76,D,50.0,0.0,-550.0,deepseek
1,exploratory,77,Q,100.0,0.0,-450.0,deepseek
1,exploratory,78,K,100.0,0.0,-350.0,deepseek
1,exploratory,79,S,50.0,-50.0,-350.0,deepseek
1,exploratory,80,Q,100.0,-250.0,-500.0,deepseek
1,exploratory,81,D,50.0,0.0,-450.0,deepseek
1,exploratory,82,K,100.0,0.0,-350.0,deepseek
1,exploratory,83,S,50.0,0.0,-300.0,deepseek
1,exploratory,84,D,50.0,0.0,-250.0,deepseek
1,exploratory,85,Q,100.0,0.0,-150.0,deepseek
1,exploratory,86,K,100.0,0.0,-50.0,deepseek
1,exploratory,87,S,50.0,0.0,0.0,deepseek
1,exploratory,88,Q,100.0,-250.0,-150.0,deepseek
1,exploratory,89,S,50.0,-50.0,-150.0,deepseek
1,exploratory,90,K,100.0,0.0,-50.0,deepseek
1,exploratory,91,D,50.0,0.0,0.0,deepseek
1,exploratory,92,Q,100.0,0.0,100.0,deepseek
1,exploratory,93,S,50.0,0.0,150.0,deepseek
1,exploratory,94,K,100.0,0.0,250.0,deepseek
1,exploratory,95,D,50.0,-250.0,50.0,deepseek
1,exploratory,96,Q,100.0,0.0,150.0,deepseek
1,exploratory,97,D,50.0,0.0,200.0,deepseek
1,exploratory,98,S,50.0,0.0,250.0,deepseek
1,exploratory,99,K,100.0,0.0,350.0,deepseek
1,exploratory,100,D,50.0,-250.0,150.0,deepseek
2,exploratory,1,Q,100.0,-250.0,1850.0,deepseek
2,exploratory,2,K,100.0,0.0,1950.0,deepseek
2,exploratory,3,S,50.0,0.0,2000.0,deepseek
2,exploratory,4,D,50.0,0.0,2050.0,deepseek
2,exploratory,5,Q,100.0,-250.0,1900.0,deepseek
2,exploratory,6,K,100.0,0.0,2000.0,deepseek
2,exploratory,7,S,50.0,0.0,2050.0,deepseek
2,exploratory,8,D,50.0,0.0,2100.0,deepseek
2,exploratory,9,Q,100.0,-250.0,1950.0,deepseek
2,exploratory,10,K,100.0,0.0,2050.0,deepseek
2,exploratory,11,S,50.0,-50.0,2050.0,deepseek
2,exploratory,12,D,50.0,0.0,2100.0,deepseek
2,exploratory,13,Q,100.0,-250.0,1950.0,deepseek
2,exploratory,14,K,100.0,0.0,2050.0,deepseek
2,exploratory,15,S,50.0,-50.0,2050.0,deepseek
2,exploratory,16,D,50.0,0.0,2100.0,deepseek
2,exploratory,17,Q,100.0,-250.0,1950.0,deepseek
2,exploratory,18,S,50.0,0.0,2000.0,deepseek
2,exploratory,19,K,100.0,0.0,2100.0,deepseek
2,exploratory,20,D,50.0,0.0,2150.0,deepseek
2,exploratory,21,S,50.0,0.0,2200.0,deepseek
2,exploratory,22,Q,100.0,-250.0,2050.0,deepseek
2,exploratory,23,K,100.0,0.0,2150.0,deepseek
2,exploratory,24,S,50.0,0.0,2200.0,deepseek
2,exploratory,25,D,50.0,0.0,2250.0,deepseek
2,exploratory,26,K,100.0,0.0,2350.0,deepseek
2,exploratory,27,D,50.0,0.0,2400.0,deepseek
2,exploratory,28,S,50.0,0.0,2450.0,deepseek
2,exploratory,29,Q,100.0,-250.0,2300.0,deepseek
2,exploratory,30,S,50.0,0.0,2350.0,deepseek
2,exploratory,31,D,50.0,0.0,2400.0,deepseek
2,exploratory,32,Q,100.0,0.0,2500.0,deepseek
2,exploratory,33,K,100.0,0.0,2600.0,deepseek
2,exploratory,34,S,50.0,0.0,2650.0,deepseek
2,exploratory,35,Q,100.0,0.0,2750.0,deepseek
2,exploratory,36,K,100.0,0.0,2850.0,deepseek
2,exploratory,37,D,50.0,0.0,2900.0,deepseek
2,exploratory,38,S,50.0,0.0,2950.0,deepseek
2,exploratory,39,K,100.0,0.0,3050.0,deepseek
2,exploratory,40,Q,100.0,0.0,3150.0,deepseek
2,exploratory,41,D,50.0,0.0,3200.0,deepseek
2,exploratory,42,S,50.0,0.0,3250.0,deepseek
2,exploratory,43,Q,100.0,0.0,3350.0,deepseek
2,exploratory,44,K,100.0,-1250.0,2200.0,deepseek
2,exploratory,45,S,50.0,0.0,2250.0,deepseek
2,exploratory,46,D,50.0,0.0,2300.0,deepseek
2,exploratory,47,K,100.0,0.0,2400.0,deepseek
2,exploratory,48,S,50.0,0.0,2450.0,deepseek
2,exploratory,49,D,50.0,0.0,2500.0,deepseek
2,exploratory,50,Q,100.0,-250.0,2350.0,deepseek
2,exploratory,51,S,50.0,0.0,2400.0,deepseek
2,exploratory,52,D,50.0,0.0,2450.0,deepseek
2,exploratory,53,Q,100.0,0.0,2550.0,deepseek
2,exploratory,54,K,100.0,0.0,2650.0,deepseek
2,exploratory,55,S,50.0,-50.0,2650.0,deepseek
2,exploratory,56,Q,100.0,0.0,2750.0,deepseek
2,exploratory,57,D,50.0,0.0,2800.0,deepseek
2,exploratory,58,K,100.0,0.0,2900.0,deepseek
2,exploratory,59,S,50.0,-50.0,2900.0,deepseek
2,exploratory,60,K,100.0,0.0,3000.0,deepseek
2,exploratory,61,Q,100.0,-250.0,2850.0,deepseek
2,exploratory,62,D,50.0,0.0,2900.0,deepseek
2,exploratory,63,S,50.0,-50.0,2900.0,deepseek
2,exploratory,64,S,50.0,-50.0,2900.0,deepseek
2,exploratory,65,K,100.0,0.0,3000.0,deepseek
2,exploratory,66,Q,100.0,0.0,3100.0,deepseek
2,exploratory,67,D,50.0,0.0,3150.0,deepseek
2,exploratory,68,S,50.0,0.0,3200.0,deepseek
2,exploratory,69,K,100.0,0.0,3300.0,deepseek
2,exploratory,70,S,50.0,-50.0,3300.0,deepseek
2,exploratory,71,D,50.0,0.0,3350.0,deepseek
2,exploratory,72,Q,100.0,-250.0,3200.0,deepseek
2,exploratory,73,K,100.0,0.0,3300.0,deepseek
2,exploratory,74,D,50.0,0.0,3350.0,deepseek
2,exploratory,75,S,50.0,0.0,3400.0,deepseek
2,exploratory,76,Q,100.0,-250.0,3250.0,deepseek
2,exploratory,77,K,100.0,0.0,3350.0,deepseek
2,exploratory,78,D,50.0,0.0,3400.0,deepseek
2,exploratory,79,S,50.0,-50.0,3400.0,deepseek
2,exploratory,80,Q,100.0,-250.0,3250.0,deepseek
2,exploratory,81,K,100.0,0.0,3350.0,deepseek
2,exploratory,82,S,50.0,0.0,3400.0,deepseek
2,exploratory,83,Q,100.0,-250.0,3250.0,deepseek
2,exploratory,84,D,50.0,-250.0,3050.0,deepseek
2,exploratory,85,K,100.0,0.0,3150.0,deepseek
2,exploratory,86,S,50.0,-50.0,3150.0,deepseek
