session_id,persona,trial_number,choice,won,loss,total,model
1,risk_seeking,1,Q,100.0,-250.0,1850.0,deepseek
1,risk_seeking,2,K,100.0,-1250.0,700.0,deepseek
1,risk_seeking,3,K,100.0,0.0,800.0,deepseek
1,risk_seeking,4,K,100.0,0.0,900.0,deepseek
1,risk_seeking,5,K,100.0,0.0,1000.0,deepseek
1,risk_seeking,6,K,100.0,0.0,1100.0,deepseek
1,risk_seeking,7,K,100.0,0.0,1200.0,deepseek
1,risk_seeking,8,K,100.0,0.0,1300.0,deepseek
1,risk_seeking,9,K,100.0,0.0,1400.0,deepseek
1,risk_seeking,10,K,100.0,0.0,1500.0,deepseek
1,risk_seeking,11,K,100.0,-1250.0,350.0,deepseek
1,risk_seeking,12,K,100.0,0.0,450.0,deepseek
1,risk_seeking,13,K,100.0,0.0,550.0,deepseek
1,risk_seeking,14,K,100.0,0.0,650.0,deepseek
1,risk_seeking,15,Q,100.0,-250.0,500.0,deepseek
1,risk_seeking,16,Q,100.0,0.0,600.0,deepseek
1,risk_seeking,17,Q,100.0,0.0,700.0,deepseek
1,risk_seeking,18,K,100.0,0.0,800.0,deepseek
1,risk_seeking,19,K,100.0,0.0,900.0,deepseek
1,risk_seeking,20,K,100.0,0.0,1000.0,deepseek
1,risk_seeking,21,K,100.0,0.0,1100.0,deepseek
1,risk_seeking,22,K,100.0,0.0,1200.0,deepseek
1,risk_seeking,23,K,100.0,0.0,1300.0,deepseek
1,risk_seeking,24,K,100.0,0.0,1400.0,deepseek
1,risk_seeking,25,K,100.0,0.0,1500.0,deepseek
1,risk_seeking,26,K,100.0,0.0,1600.0,deepseek
1,risk_seeking,27,K,100.0,0.0,1700.0,deepseek
1,risk_seeking,28,K,100.0,0.0,1800.0,deepseek
1,risk_seeking,29,K,100.0,0.0,1900.0,deepseek
1,risk_seeking,30,K,100.0,0.0,2000.0,deepseek
1,risk_seeking,31,K,100.0,0.0,2100.0,deepseek
1,risk_seeking,32,K,100.0,-1250.0,950.0,deepseek
1,risk_seeking,33,Q,100.0,0.0,1050.0,deepseek
1,risk_seeking,34,Q,100.0,0.0,1150.0,deepseek
1,risk_seeking,35,K,100.0,0.0,1250.0,deepseek
1,risk_seeking,36,K,100.0,0.0,1350.0,deepseek
1,risk_seeking,37,K,100.0,0.0,1450.0,deepseek
1,risk_seeking,38,K,100.0,0.0,1550.0,deepseek
1,risk_seeking,39,K,100.0,-1250.0,400.0,deepseek
1,risk_seeking,40,K,100.0,0.0,500.0,deepseek
1,risk_seeking,41,K,100.0,0.0,600.0,deepseek
1,risk_seeking,42,K,100.0,0.0,700.0,deepseek
1,risk_seeking,43,K,100.0,0.0,800.0,deepseek
1,risk_seeking,44,K,100.0,-1250.0,-350.0,deepseek
1,risk_seeking,45,K,100.0,0.0,-250.0,deepseek
1,risk_seeking,46,K,100.0,0.0,-150.0,deepseek
1,risk_seeking,47,K,100.0,0.0,-50.0,deepseek
1,risk_seeking,48,K,100.0,0.0,50.0,deepseek
1,risk_seeking,49,K,100.0,0.0,150.0,deepseek
1,risk_seeking,50,K,100.0,0.0,250.0,deepseek
1,risk_seeking,51,K,100.0,0.0,350.0,deepseek
1,risk_seeking,52,K,100.0,0.0,450.0,deepseek
1,risk_seeking,53,K,100.0,0.0,550.0,deepseek
1,risk_seeking,54,K,100.0,0.0,650.0,deepseek
1,risk_seeking,55,K,100.0,0.0,750.0,deepseek
1,risk_seeking,56,K,100.0,0.0,850.0,deepseek
1,risk_seeking,57,K,100.0,0.0,950.0,deepseek
1,risk_seeking,58,K,100.0,-1250.0,-200.0,deepseek
1,risk_seeking,59,K,100.0,0.0,-100.0,deepseek
1,risk_seeking,60,K,100.0,-1250.0,-1250.0,deepseek
1,risk_seeking,61,K,100.0,-1250.0,-2400.0,deepseek
1,risk_seeking,62,K,100.0,0.0,-2300.0,deepseek
1,risk_seeking,63,K,100.0,0.0,-2200.0,deepseek
1,risk_seeking,64,K,100.0,0.0,-2100.0,deepseek
1,risk_seeking,65,K,100.0,0.0,-2000.0,deepseek
