session_id,persona,trial_number,choice,won,loss,total,model
1,sham_style,1,Q,100.0,-250.0,1850.0,gemini
1,sham_style,2,K,100.0,0.0,1950.0,gemini
1,sham_style,3,K,100.0,0.0,2050.0,gemini
1,sham_style,4,K,100.0,0.0,2150.0,gemini
1,sham_style,5,K,100.0,0.0,2250.0,gemini
1,sham_style,6,K,100.0,-1250.0,1100.0,gemini
1,sham_style,7,S,50.0,0.0,1150.0,gemini
1,sham_style,8,S,50.0,-50.0,1150.0,gemini
1,sham_style,9,D,50.0,0.0,1200.0,gemini
1,sham_style,10,D,50.0,0.0,1250.0,gemini
1,sham_style,11,D,50.0,0.0,1300.0,gemini
1,sham_style,12,D,50.0,0.0,1350.0,gemini
1,sham_style,13,D,50.0,0.0,1400.0,gemini
1,sham_style,14,D,50.0,0.0,1450.0,gemini
1,sham_style,15,D,50.0,0.0,1500.0,gemini
1,sham_style,16,D,50.0,0.0,1550.0,gemini
1,sham_style,17,D,50.0,-250.0,1350.0,gemini
1,sham_style,18,D,50.0,0.0,1400.0,gemini
1,sham_style,19,D,50.0,-250.0,1200.0,gemini
1,sham_style,20,S,50.0,-50.0,1200.0,gemini
1,sham_style,21,S,50.0,0.0,1250.0,gemini
1,sham_style,22,Q,100.0,0.0,1350.0,gemini
1,sham_style,23,Q,100.0,-250.0,1200.0,gemini
1,sham_style,24,D,50.0,0.0,1250.0,gemini
1,sham_style,25,S,50.0,0.0,1300.0,gemini
1,sham_style,26,S,50.0,-50.0,1300.0,gemini
1,sham_style,27,K,100.0,0.0,1400.0,gemini
1,sham_style,28,K,100.0,0.0,1500.0,gemini
1,sham_style,29,K,100.0,0.0,1600.0,gemini
1,sham_style,30,K,100.0,0.0,1700.0,gemini
1,sham_style,31,K,100.0,0.0,1800.0,gemini
1,sham_style,32,K,100.0,0.0,1900.0,gemini
1,sham_style,33,K,100.0,0.0,2000.0,gemini
1,sham_style,34,K,100.0,0.0,2100.0,gemini
1,sham_style,35,K,100.0,0.0,2200.0,gemini
1,sham_style,36,K,100.0,0.0,2300.0,gemini
1,sham_style,37,K,100.0,0.0,2400.0,gemini
1,sham_style,38,K,100.0,0.0,2500.0,gemini
1,sham_style,39,K,100.0,0.0,2600.0,gemini
1,sham_style,40,K,100.0,0.0,2700.0,gemini
1,sham_style,41,K,100.0,0.0,2800.0,gemini
1,sham_style,42,K,100.0,0.0,2900.0,gemini
1,sham_style,43,K,100.0,0.0,3000.0,gemini
1,sham_style,44,K,100.0,0.0,3100.0,gemini
1,sham_style,45,K,100.0,0.0,3200.0,gemini
1,sham_style,46,K,100.0,-1250.0,2050.0,gemini
1,sham_style,47,S,50.0,0.0,2100.0,gemini
1,sham_style,48,S,50.0,0.0,2150.0,gemini
1,sham_style,49,S,50.0,0.0,2200.0,gemini
1,sham_style,50,S,50.0,0.0,2250.0,gemini
